0.	<i>adj</i><br><ol><li>0th</li></ol>
tæknilegur|tæknilegasta|tæknileg|tæknilega|tæknilegastur|tæknilegrar|tæknilegastri|tæknilegasti|tæknilegri|tæknilegustum|tæknilegu|tæknilegust|tæknilegi|tæknilegastra|tæknilegan|tæknilegra|tæknilegustu|tæknilegast|tæknilegum|tæknilegasts|tæknilegastan|tæknilegs|tæknilegastir|tæknilegastar|tæknilegar|tæknilegir|tæknilegastrar|tæknilegt	<i>adj</i><br><ol><li>technical</li><li>technological</li></ol>
tæknimál|tæknimálin|tæknimáli|tæknimálinu|tæknimála|tæknimáls|tæknimálum|tæknimálanna|tæknimálunum|tæknimálið|tæknimálsins	<i>noun</i><br><ol><li>(uncommon) technical language, jargon</li></ol>
tæla|tældan|þau tælist|predicatively|tæld|tælst|tælds|ég tælist|ég tæli|ég tældi|tældra|þau tæla|hún|tælandist|tælt|við tældumst|tæl (þú)|þið tælduð|það tældi|tælda|þið tælist|only for explicatory subclauses|tælst (þú)|þú tælir|tældi|þau tældu|tældir|það tælist|þeir|þau tæli|þau tælast|við tælum|tælandi|tældu|þau tældust|tælisti|it is never used attributively|tældur|tældri|ég tældist|hann|það tælir|þið tælið|þú tældir|að tælast|tældrar|tældar|að tæla|tælstu|það tældist|þið tældust|við tældum|tælist (þið)|við tælumst|þú tælist|það tæli|tælið (þið)|tæliði|þú tældist|þær|tældum	<i>verb</i><br><ol><li>to seduce, lure, beguile</li></ol>
tælenska|tælenskuna|tælenskunnar|tælenskan|tælenskunni|tælensku	<i>noun</i><br><ol><li>Thai (language)</li></ol>
tæma|tæmandi|þið tæmið|predicatively|við tæmum|þið tæmist|þau tæmdust|þau tæmdu|þau tæma|hún|tæmst (þú)|tæmstu|við tæmdum|þú tæmist|það tæmist|only for explicatory subclauses|þau tæmi|þau tæmist|ég tæmdist|þú tæmir|það tæmdist|að tæma|þið tæmduð|tæm (þú)|það tæmir|þú tæmdir|tæmið (þið)|tæmdu|tæmisti|þeir|við tæmumst|tæmdri|við tæmdumst|tæmt|tæmist (þið)|tæmdur|it is never used attributively|tæmd|tæmiði|ég tæmdi|þú tæmdist|tæmdrar|hann|ég tæmi|að tæmast|tæmdir|tæmdum|tæmdi|það tæmdi|tæmst|þau tæmast|tæmdan|þið tæmdust|ég tæmist|tæmandist|tæmda|tæmdra|tæmds|tæmdar|þær|það tæmi	<i>verb</i><br><ol><li>(transitive, with accusative) to empty</li></ol>
tæmandi	<i>adj</i><br><ol><li>exhaustive</li></ol>
tæpa	<i>verb</i><br><ol><li>to hint at</li></ol>
tæplega	<i>adv</i><br><ol><li>hardly, barely</li></ol>
tæpur|tæprar|tæpt|tæpasts|tæpasti|tæpustum|tæpar|tæpastra|tæpast|tæpastri|tæpustu|tæpan|tæpara|tæpi|tæpastar|tæpastan|tæpra|tæpum|tæpastur|tæp|tæpari|tæpust|tæpu|tæpri|tæpasta|tæps|tæpir|tæpa|tæpastrar|tæpastir	<i>adj</i><br><ol><li>narrow, close</li><li>slightly less than, just under</li><li>precarious, in a dangerous position</li><li>close, almost inadequate, just enough to get by</li></ol>
tær|tæru|tærasta|tærastur|tærast|tært|tærastri|tærs|tæra|tærastra|tærara|tærustum|tærri|tærra|tærari|tærir|tærastrar|tærar|tærustu|tærum|tærastan|tærasts|tærrar|tæran|tærastar|tærasti|tærust|tærastir|tæri	<i>adj</i><br><ol><li>Clear</li></ol>
tæra|það tærðist|við tærðumst|tærðar|það tæri|tærða|tærstu|tærst|þau tærðust|tærðir|tær (þú)|predicatively|þú tærðir|tært|að tærast|ég tærðist|tærði|tærist (þið)|hún|tæristi|þau tæri|við tærum|tærðu|þið tærist|only for explicatory subclauses|þau tærast|tærðan|tærðs|tærðra|við tærðum|þið tærið|tærð|það tærir|þeir|þau tæra|það tærði|tærður|it is never used attributively|tærðum|þú tærist|þið tærðuð|ég tærði|hann|tærandist|ég tærist|það tærist|þau tærist|þú tærðist|þú tærir|tæriði|að tæra|ég tæri|tærðri|tærst (þú)|þið tærðust|tærðrar|við tærumst|tærandi|tærið (þið)|þær|þau tærðu	<i>verb</i><br><ol><li>(transitive, with accusative) to corrode</li></ol>
tærast	<i>verb</i><br><ol><li>to disintegrate</li></ol>
tæring|tæringar|tæringu|tæringarinnar|tæringunni|tæringin|tæringuna	<i>noun</i><br><ol><li>corrosion</li><li>tuberculosis, consumption</li></ol>
tæta|þú tætir|tæstu|tæst (þú)|tættrar|tætt|þið tættust|predicatively|tættur|þú tættist|tættir|tættra|það tætti|ég tætti|þú tætist|tættri|ég tæti|hún|þau tættu|tæst|þau tættust|að tætast|ég tætist|þið tætist|tættan|það tættist|tætisti|við tættum|tætandi|only for explicatory subclauses|tætiði|við tætum|þú tættir|tæt (þú)|þau tæta|þeir|þið tætið|það tæti|þið tættuð|it is never used attributively|tætta|hann|þau tætast|tætts|það tætir|ég tættist|við tættumst|tætist (þið)|það tætist|þau tæti|tætið (þið)|tættu|tætti|tættar|að tæta|þau tætist|tættum|tætandist|við tætumst|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to tear up, to shred</li><li>(intransitive) to make a mess</li></ol>
tætari|tætarans|tæturunum|tæturum|tætarar|tætarana|tætararnir|tætarann|tætara|tætarinn|tætaranum|tætaranna	<i>noun</i><br><ol><li>a shredder</li><li>(informal) a machine gun</li></ol>
tætingur|tætinginn|tætingurinn|tætingi|tætingsins|tæting|tætingnum|tætings	<i>noun</i><br><ol><li>disarray, disorder</li></ol>
tætla|tætlunni|tætlna|tætlur|tætlu|tætlunum|tætlurnar|tætlan|tætluna|tætlnanna|tætlunnar|tætlum	<i>noun</i><br><ol><li>rag, shred (of fabric)</li><li>scrap, shred, fragment (of paper, etc.)</li></ol>
tævanska|tævanskan|tævönskuna|tævönskunni|tævönskunnar|tævönsku	<i>noun</i><br><ol><li>Taiwanese (language)</li></ol>
té|téin|téið|téi|téunum|téa|tés|tésins|téinu|téanna|téum	<i>noun</i><br><ol><li>The name of the Latin-script letter T.</li><li>used in set phrases</li></ol>
tékki|tékka|tékkar	<i>noun</i><br><ol><li>cheque</li></ol>
tékkneska|tékkneskunni|tékkneskan|tékknesku|tékkneskuna|tékkneskunnar	<i>noun</i><br><ol><li>Czech (language)</li></ol>
tékkneskur|tékknesks|tékkneskum|tékknesku|tékkneskastir|tékkneskast|tékkneskastan|tékkneskasta|tékkneskar|tékkneskust|tékkneskastra|tékkneskt|tékkneskastrar|tékkneskastar|tékkneskrar|tékkneskri|tékknesk|tékkneskustu|tékkneskasti|tékkneskari|tékkneskra|tékkneska|tékkneskasts|tékkneskastri|tékkneskan|tékkneskir|tékkneskastur|tékkneskustum|tékkneski|tékkneskara	<i>adj</i><br><ol><li>Czech</li></ol>
téténska|téténsku|téténskunnar|téténskuna|téténskunni|téténskan	<i>noun</i><br><ol><li>Chechen (language)</li></ol>
tí|tís|tíin|tíið|tíanna|tíinu|tíur|tían|tía|tíurnar|tíum|tíunnar|tísins|tíunum|tíunni|tíi|tíuna|tíu	<i>noun</i><br><ol><li>(golf) tee (wooden or plastic peg from which a golf ball is hit)</li></ol>
tía|tíu|tíanna|tíurnar|tían|tíunnar|tíum|tíunum|tíunni|tíuna|tíur	<i>noun</i><br><ol><li>ten (playing card, bus, etc., numbered 10)</li></ol>
tígrinja	<i>noun</i><br><ol><li>Tigrinya (language)</li></ol>
tígrisdýr|tígrisdýrinu|tígrisdýrum|tígrisdýranna|tígrisdýrunum|tígrisdýrs|tígrisdýrin|tígrisdýra|tígrisdýrið|tígrisdýri|tígrisdýrsins	<i>noun</i><br><ol><li>tiger</li></ol>
tígull|tíguls|tígulinn|tíglarnir|tígullinn|tíglana|tíglinum|tíglunum|tíglanna|tígulsins|tígul|tígli|tíglum|tígla|tíglar	<i>noun</i><br><ol><li>(geometry) rhombus, diamond, lozenge</li><li>(card games) diamond, diamonds</li></ol>
tígur|tígrum|tígra|tígursins|tígrunum|tígrana|tígurinn|tígrarnir|tígurs|tígri|tígrinum|tígrar|tígranna	<i>noun</i><br><ol><li>tiger</li></ol>
tík|tíkina|tíkin|tíkur|tíkanna|tíkinni|tíkar|tíkarinnar|tíkurnar|tíkunum|tíkum|tíkurinnar|tíka	<i>noun</i><br><ol><li>a bitch, a female dog</li><li>(slang, derogatory) a bitch</li></ol>
tíkarsonur|tíkarsonurinn|tíkarsynina|tíkarsonunum|tíkarsona|tíkarsynirnir|tíkarsynir|tíkarson|tíkarsonum|tíkarsonarins|tíkarsyni|tíkarsonanna|tíkarsoninn|tíkarsyninum|tíkarsonar	<i>noun</i><br><ol><li>(derogatory) son of a bitch</li></ol>
tíma|þið tímið|tímdu|þú tímdir|tímt|ég tímdi|hún|þau tíma|það tímir|tímandi|það tími|tím (þú)|tímiði|tímdi|þeir|við tímdum|ég tími|hann|það tímdi|að tíma|við tímum|þið tímduð|þú tímir|þau tímdu|tímið (þið)|þau tími|þær	<i>verb</i><br><ol><li>Used in set phrases</li></ol>
tímabelti|tímabeltinu|tímabeltið|tímabelta|tímabeltunum|tímabeltisins|tímabeltis|tímabeltin|tímabeltum|tímabeltanna	<i>noun</i><br><ol><li>time zone</li></ol>
tímabil|tímabils|tímabilunum|tímabilum|tímabilið|tímabilsins|tímabila|tímabili|tímabilinu|tímabilin|tímabilanna	<i>noun</i><br><ol><li>time period</li></ol>
tímabundinn|tímabundnari|tímabundnasta|tímabundnastar|tímabundnastri|tímabundið|tímabundinni|tímabundnum|tímabundin|tímabundna|tímabundnasts|tímabundnir|tímabundins|tímabundnust|tímabundnustu|tímabundnastra|tímabundni|tímabundnastan|tímabundnara|tímabundnasti|tímabundnastir|tímabundnar|tímabundinnar|tímabundnastrar|tímabundnustum|tímabundinna|tímabundnu|tímabundnastur|tímabundnast	<i>adj</i><br><ol><li>temporary</li><li>provisional</li></ol>
tímaflakk|tímaflakka|tímaflökkum|tímaflökk|tímaflakkanna|tímaflakki|tímaflakkinu|tímaflakks|tímaflökkunum|tímaflakksins|tímaflakkið|tímaflökkin	<i>noun</i><br><ol><li>time travel</li></ol>
tímaflakkari|tímaflakkararnir|tímaflakkarar|tímaflökkurum|tímaflakkaranum|tímaflakkarinn|tímaflakkarann|tímaflakkara|tímaflakkaranna|tímaflakkarana|tímaflökkurunum|tímaflakkarans	<i>noun</i><br><ol><li>a time traveler</li></ol>
tímaglas|tímaglös|tímaglasinu|tímaglösunum|tímaglasa|tímaglösin|tímaglasanna|tímaglösum|tímaglasi|tímaglasið|tímaglass|tímaglassins	<i>noun</i><br><ol><li>hourglass</li></ol>
tímalaus|tímalausari|tímalausastur|tímalausan|tímalausasts|tímalausi|tímalausastra|tímalausar|tímalausrar|tímalausastri|tímalaust|tímalausir|tímalausu|tímalausastir|tímalausustum|tímalausastar|tímalausa|tímalausasti|tímalausri|tímalausustu|tímalausra|tímalausara|tímalauss|tímalausum|tímalausasta|tímalausastrar|tímalausust|tímalausastan|tímalausast	<i>adj</i><br><ol><li>timeless</li></ol>
tímareim|tímareiminni|tímareimina|tímareimar|tímareimarinnar|tímareimarnar|tímareimin|tímareimunum|tímareimum|tímareimanna|tímareima	<i>noun</i><br><ol><li>timing belt</li></ol>
tímarit|tímaritunum|tímarits|tímaritinu|tímaritin|tímaritsins|tímaritið|tímaritanna|tímaritum|tímariti|tímarita	<i>noun</i><br><ol><li>magazine</li></ol>
tímaspursmál|tímaspursmáls	<i>noun</i><br><ol><li>a question of time</li></ol>
tímatal	<i>noun</i><br><ol><li>calendar</li></ol>
tímavél|tímavélarnar|tímavélinni|tímavélarinnar|tímavéla|tímavélin|tímavélar|tímavélum|tímavélina|tímavélanna|tímavélunum	<i>noun</i><br><ol><li>time machine</li></ol>
tími|tímunum|tímanna|tímar|tíma|tímans|tímarnir|tímana|tíminn|tímum|tímann|tímanum	<i>noun</i><br><ol><li>time (inevitable passing of events)</li><li>time (period or era)</li><li>(colloquial) hour</li><li>(colloquial) lesson, class period</li></ol>
tíminn flýgur	<i>phrase</i><br><ol><li>(idiomatic) time flies, tempus fugit</li></ol>
tína|það tíni|þú tíndist|tínstu|þau tínist|tíndrar|predicatively|tínst (þú)|þau tíndust|tíndar|tíndan|þú tínir|þið tínduð|tíndur|við tínum|tínda|þau tíni|það tíndi|það tínir|hún|tínandist|við tíndumst|þú tíndir|tíndi|þau tíndu|ég tíndist|tíndu|að tínast|only for explicatory subclauses|þau tínast|tínt|ég tínist|það tíndist|tíniði|þeir|ég tíndi|þú tínist|tíndir|tíndra|þið tínið|tíndum|it is never used attributively|að tína|tíndri|hann|tínd|við tínumst|tínst|tínisti|það tínist|við tíndum|þið tíndust|tínið (þið)|tínds|þau tína|tínandi|tín (þú)|ég tíni|þið tínist|þær|tínist (þið)	<i>verb</i><br><ol><li>to pick (often used with preposition upp)</li></ol>
tíska|tískan|tískuna|tískum|tískna|tísku|tískunnar|tískunni|tískunum|tískur|tísknanna|tískurnar	<i>noun</i><br><ol><li>fashion, vogue</li></ol>
tískuorð|tískuorðinu|tískuorða|tískuorðum|tískuorðanna|tískuorðunum|tískuorðið|tískuorði|tískuorðin|tískuorðsins|tískuorðs	<i>noun</i><br><ol><li>buzzword</li></ol>
tískupallur|tískupallana|tískupöllunum|tískupöllum|tískupalla|tískupalli|tískupallurinn|tískupallanna|tískupalls|tískupallar|tískupallinn|tískupall|tískupallinum|tískupallarnir|tískupallsins	<i>noun</i><br><ol><li>(fashion) catwalk, runway</li></ol>
tíst|tístið|tístsins|tístunum|tístanna|tístinu|tístum|tísti|tísta|tísts|tístin	<i>noun</i><br><ol><li>tweet (sound made by a bird)</li><li>squeak (sound made by a mouse)</li><li>(Internet) tweet</li></ol>
tísta|við tístum|að tísta|tístandi|hún|tíst|þeir|þau tísti|tístu|þau tísta|það tísti|þú tístir|tístið (þið)|hann|þið tístið|þau tístu|tíst (þú)|ég tísti|það tístir|tísti|þið tístuð|þær|tístiði	<i>verb</i><br><ol><li>to twitter, squeak (of small birds, mice, etc.)</li><li>(Internet) to send a tweet on Twitter</li></ol>
títan|títans|títani|títansins|títanið|títaninu	<i>noun</i><br><ol><li>titanium (chemical element)</li></ol>
títra|þau títrist|þau títruðu|ég títrist|títruð|það títri|títruðu|títristi|predicatively|ég títraðist|þið títrist|þú títrar|þau títri|títraðar|títra (þú)|að títrast|þú títraðist|títraðir|títraðan|hún|þú títrist|við títruðum|þú títrir|þið títrið|það títrast|títrað|títraðri|við títrum|only for explicatory subclauses|við títrumst|þú títrast|ég títraði|títrastu|títraðs|það títraðist|þeir|ég títri|ég títrast|títrandi|þið títruðust|títrið (þið)|það títraði|títraðu|it is never used attributively|títraðrar|títruðum|títrast (þú)|hann|títrandist|títrist (þið)|títraða|við títruðumst|þið títruðuð|títraði|það títrar|þau títrast|það títrist|títriði|ég títra|títraður|títrast|þau títra|títraðra|þú títraðir|þau títruðust|að títra|þær	<i>verb</i><br><ol><li>(chemistry) to titrate</li></ol>
títt|tíðast|tíðar|tíðara	<i>adv</i><br><ol><li>often, frequently</li></ol>
tíu	<i>num</i><br><ol><li>ten; the cardinal number after níu (“nine”) and before ellefu (“eleven”).</li></ol>
tíund|tíundar|tíundir	<i>noun</i><br><ol><li>a tithe</li></ol>
tíundi|tíundu|tíunda	<i>adj</i><br><ol><li>tenth</li></ol>
tívolí|tívolíi|tívolíum|tívolíunum|tívolíis|tívolíinu|tívolía|tívolís|tívolíanna|tívolísins|tívolíið|tívolíin	<i>noun</i><br><ol><li>funfair</li></ol>
tíð|tíða|tíðum|tíðar|tíðir|tíðina|tíðanna|tíðarinnar|tíðunum|tíðinni|tíðin|tíðirnar	<i>noun</i><br><ol><li>time, period</li><li>weather conditions</li><li>(in the plural) a female menstruation, a period</li><li>(plural only) mass</li><li>(grammar) tense</li></ol>
tíðahvörf|tíðahvörfum|tíðahvarfa|tíðahvörfin|tíðahvörfunum|tíðahvarfanna	<i>noun</i><br><ol><li>menopause</li></ol>
tíðaratviksorð|tíðaratviksorðunum|tíðaratviksorðinu|tíðaratviksorði|tíðaratviksorðsins|tíðaratviksorðin|tíðaratviksorðs|tíðaratviksorðið|tíðaratviksorðum|tíðaratviksorða|tíðaratviksorðanna	<i>noun</i><br><ol><li>(grammar) an adverb of time; an adverb which answers the question of “when”</li></ol>
tíðatappi|tíðatappanum|tíðatappanna|tíðatappans|tíðatappann|tíðatöppum|tíðatappana|tíðatapparnir|tíðatappar|tíðatappa|tíðatöppunum|tíðatappinn	<i>noun</i><br><ol><li>tampon</li></ol>
tíðindi	<i>noun</i><br><ol><li>news</li><li>tidings</li></ol>
tíðka|þú tíðkaðist|tíðkaðir|þú tíðkist|það tíðkaði|það tíðkast|tíðkandist|þið tíðkuðust|predicatively|það tíðkist|tíðkast (þú)|þið tíðkist|við tíðkum|þú tíðkaðir|þau tíðkist|tíðkandi|tíðkuðu|tíðka (þú)|þau tíðki|þau tíðka|þú tíðkar|við tíðkuðum|hún|þau tíðkuðust|ég tíðka|tíðkið (þið)|tíðkuð|ég tíðkaði|tíðkastu|við tíðkumst|tíðkað|tíðkaðan|tíðkaðri|only for explicatory subclauses|tíðkaður|ég tíðkist|tíðkaðra|að tíðka|þeir|tíðkiði|þú tíðkir|ég tíðkast|að tíðkast|tíðkaði|tíðkast|it is never used attributively|þið tíðkuðuð|tíðkist (þið)|þú tíðkast|tíðkaðrar|þið tíðkið|það tíðkar|það tíðki|hann|ég tíðki|þau tíðkuðu|tíðkisti|tíðkaðar|ég tíðkaðist|það tíðkaðist|tíðkuðum|við tíðkuðumst|tíðkaðu|þau tíðkast|tíðkaða|tíðkaðs|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to be in the habit of</li></ol>
tíðni|tíðnin|tíðninni|tíðnina|tíðninnar	<i>noun</i><br><ol><li>frequency</li></ol>
tíðum	<i>adv</i><br><ol><li>often, frequently</li></ol>
tíður|tíðust|tíðrar|tíðu|tíðara|tíðastrar|tíðs|títt|tíðastur|tíðasts|tíðustum|tíðast|tíðastir|tíðastra|tíðar|tíðan|tíðastan|tíðasta|tíðastar|tíðari|tíð|tíði|tíðra|tíðastri|tíðasti|tíða|tíðum|tíðri|tíðir|tíðustu	<i>adj</i><br><ol><li>frequent</li></ol>
tó|tóunum|tónni|tóum|tóið|tós|tónna|tær|tóanna|tórnar|tærnar|tómi|tóminu|tónum|tó|tóinu|tósins|tómið|tóin|tómsins|tói|tóms|tóm|tór|tóna|tóa|tóar|tórinnar|tóarinnar	<i>noun</i><br><ol><li>a grassy patch among rocks or cliffs</li><li>wool</li></ol>
tóbak|tóbaks|tóbakinu|tóbakið|tóbaksins|tóbaki	<i>noun</i><br><ol><li>tobacco</li></ol>
tófa|tófna|tófuna|tófunnar|tófu|tófurnar|tófunni|tófur|tófunum|tófnanna|tófum|tófan	<i>noun</i><br><ol><li>a fox, a vixen</li></ol>
tófugras|tófugrassins|tófugrasi|tófugrös|tófugrasinu|tófugrösum|tófugrasa|tófugrösin|tófugrasanna|tófugrass|tófugrasið|tófugrösunum	<i>noun</i><br><ol><li>brittle bladder-fern (Cystopteris fragilis)</li></ol>
tól|tólum|tólunum|tóla|tólin|tólinu|tólsins|tóli|tólanna|tóls|tólið	<i>noun</i><br><ol><li>tool, implement</li></ol>
tólf	<i>num</i><br><ol><li>twelve; the cardinal number after ellefu (“eleven”) and before þrettán (“thirteen”).</li></ol>
tólfti|tólfta|tólftu	<i>adj</i><br><ol><li>twelfth</li></ol>
tólg|tólgina|tólgin|tólgar|tólgarinnar|tólginni	<i>noun</i><br><ol><li>tallow</li></ol>
tólúen|tólúensins|tólúens|tólúeni|tólúenið|tólúeninu	<i>noun</i><br><ol><li>toluene</li></ol>
tóm|tómi|tóminu|tómið|tómsins|tóms	<i>noun</i><br><ol><li>empty space, emptiness</li><li>a vacuum</li><li>space</li><li>leisure</li></ol>
tómati|tómata|tómötunum|tómatanum|tómatar|tómatanna|tómötum|tómatinn|tómatana|tómatann|tómatarnir|tómatans	<i>noun</i><br><ol><li>(rare) tomato</li></ol>
tómatmauk|tómatmaukinu|tómatmauksins|tómatmauks|tómatmauki|tómatmaukið	<i>noun</i><br><ol><li>tomato purée</li></ol>
tómatsafi|tómatsafanum|tómatsafans|tómatsafa|tómatsafinn|tómatsafann	<i>noun</i><br><ol><li>tomato juice</li></ol>
tómatsósa|tómatsósunum|tómatsósunni|tómatsósurnar|tómatsósu|tómatsósur|tómatsósum|tómatsósunnar|tómatsósuna|tómatsósanna|tómatsósan	<i>noun</i><br><ol><li>ketchup</li></ol>
tómatur|tómata|tómaturinn|tómati|tómötunum|tómatanum|tómatar|tómat|tómötum|tómatinum|tómatsins|tómatinn|tómatanna|tómats|tómatana|tómatann|tómatarnir|tómatans	<i>noun</i><br><ol><li>tomato</li></ol>
tómlæti|tómlætinu|tómlætis|tómlætið|tómlætisins	<i>noun</i><br><ol><li>apathy, indifference</li></ol>
tómstund|tómstundin|tómstundum|tómstundirnar|tómstundar|tómstundinni|tómstundir|tómstundunum|tómstundina|tómstunda|tómstundarinnar|tómstundanna	<i>noun</i><br><ol><li>(in the plural) free time, leisure time</li></ol>
tómstundagaman|tómstundagamanið|tómstundagamansins|tómstundagamninu|tómstundagamni|tómstundagamans	<i>noun</i><br><ol><li>hobby, pastime</li></ol>
tómur|tóman|tómast|tómasta|tómari|tómu|tómri|tómust|tómastri|tómi|tómastur|tómustu|tómastrar|tómra|tómastar|tómastir|tóms|tómrar|tóm|tómastan|tómar|tómir|tómustum|tómara|tómasts|tómasti|tómum|tómt|tómastra|tóma	<i>adj</i><br><ol><li>empty, vacant; without content</li></ol>
