13.	<i>adj</i><br><ol><li>13th</li></ol>
veðurfastur|veðurføst|veðurfastari|veðurfastan|veðurfastir|veðurfasta|veðurføstum|veðurfastar/ veðurfastrar|veðurfastar|veðurfasts|veðurfast|veðurfasta veðurfastra	<i>adj</i><br><ol><li>‘weather-fastened’ (when the weather conditions prevent one's getting away from a place)</li></ol>
veðurfrøði|veðurfrøðina|veðurfrøðinnar|veðurfrøðini|veðurfrøðin	<i>noun</i><br><ol><li>meteorology</li></ol>
veðurvánir|veðurvánanna|veðurvánum|veðurvánirnar|veðurvánunum|veðurvána	<i>noun</i><br><ol><li>weather forecast</li></ol>
vik|vikunnar|vikini|vikurnar|vikuna|viks|vikuni|viki|viku|vikan|vikur|vikinum|vikum|vikanna|vika|vikunum|vikið|viksins	<i>noun</i><br><ol><li>little bend</li><li>movement to the side</li></ol>
vika|vikunnar|vikurnar|vikuna|viku|vikan|vikur|vikum|vikanna|vikuni|vikunum	<i>noun</i><br><ol><li>week</li></ol>
vikuskifti|vikuskiftir|vikuskiftanna|vikuskiftinum|vikuskiftis|vikuskiftum|vikuskifta|vikuskiftini|vikuskiftnum|vikuskiftið|vikuskiftunum|vikuskiftisins	<i>noun</i><br><ol><li>weekend</li></ol>
vilja|vilt|vildu|ő|vildi|ő!|vil|vilað	<i>verb</i><br><ol><li>to will</li><li>to wish</li><li>to persist</li><li>to intend to</li></ol>
viljasterkur|viljasterks|viljasterkar|viljasterkir|viljasterkan|viljasterkt|viljasterkari|viljasterk|viljasterka|viljasterkum	<i>adj</i><br><ol><li>strong-minded</li></ol>
villa|villi|vill!|villuni|villunnar|villan|vilti|villanna|viltu|villum|villurnar|villuna|villandi|villir|villu|vilt|villunum|villur|viltur|villið!	<i>noun</i><br><ol><li>aberration</li><li>mistake, error</li></ol><br><i>verb</i><br><ol><li>to stray, to get astray</li><li>to err</li></ol>
villdunna|villdunnu|villdunnuni|villdunnur|villdunnum|villdunnurnar|villdunnuna|villdunnan|villdunnunnar|villdunnunum|villdunnanna	<i>noun</i><br><ol><li>mallard (Anas platyrhynchos)</li></ol>
villsvín	<i>noun</i><br><ol><li>a boar (wild boar).</li></ol>
villur|vilt|villa vilra|vill|villar/ vilrar|villastur|villari|villan|villa|vils|villar|villum|villir	<i>adj</i><br><ol><li>wild</li></ol>
vinalag|vinaløgum|vinalaga|vinalagsins|vinalagið|vinaløg|vinalagnum|vinaløgunum|vinalaganna|vinalagi|vinalags|vinalaginum|vinaløgini	<i>noun</i><br><ol><li>friendship</li></ol>
vinaligur|vinaligs|vinaligum|vinaligir|vinaligar|vinaligt|vinaliga|vinaligan|vinalig|vinaligari	<i>adj</i><br><ol><li>friendly</li></ol>
vinda|vindur|vind!|vindið!|vindandi|vundin|vanst|vundu|vindi|vundið|vant	<i>verb</i><br><ol><li>to wring</li><li>to wind</li></ol>
vindeyga|vindeygunum|vindeyguni|vindeygu|vindeygum|vindeygnanna|vindeygur|vindeygna|vindeygað|vindeygans|vindeyganum	<i>noun</i><br><ol><li>window</li></ol>
vindil|vindlarnir|vindlarnar|vindlinum|vindlunum|vindlanna|vindilin|vindla|vindlum|vindilsins|vindlar|vindils|vindli	<i>noun</i><br><ol><li>cigar (rolled stick of tobacco)</li></ol>
vindstyrki|vindstyrkina|vindstyrkin|vindstyrkini|vindstyrkinnar	<i>noun</i><br><ol><li>wind strength, wind force</li></ol>
vindur|vindarnir|vinds|vindin|vinda|vindar|vindsins|vindarnar|vindum|vind|vindunum|vindinum|vindurin|vindi|vindanna	<i>noun</i><br><ol><li>wind</li></ol>
vingul|vingla|vingulsins|vinglar|vinglum|vingulin|vingli|vinglanna|vinglarnir|vinguls|singular vinguls|vinglarnar|vinglunum|vinglinum	<i>noun</i><br><ol><li>fescue (grass)</li></ol>
vinkona|vinkonunum|vinkonanna|vinkonum|vinkonan|vinkonuna|vinkonuni|vinkonu|vinkonur|vinkonunnar|vinkonurnar	<i>noun</i><br><ol><li>female friend</li></ol>
vinna|vinn!|vinnunnar|vinnuna|vinnandi|vunnið|vinnum|vinnurnar|vinnið!|vanst|vunnu|vann|vinnan|vinni|vinnu|vunnin|vinnunum|vinnanna|vinnur|vinnuni	<i>noun</i><br><ol><li>business, acquisition, work, profession</li><li>(archaic, agriculture) ploughing</li></ol><br><i>verb</i><br><ol><li>to win</li><li>to earn</li><li>to get</li><li>to work</li></ol>
vinningur|vinningum|vinninginum|vinningarnir|vinningi|vinningunum|vinning|vinninganna|vinningsins|vinningurin|vinningar|vinnings|vinningin|vinningarnar|vinninga	<i>noun</i><br><ol><li>(business) profit, gains, earnings</li><li>prize, winnings</li><li>advantage</li></ol>
vinnubræv|vinnubrøvum|vinnubrævi|vinnubrøvunum|vinnubrævið|vinnubræva|vinnubrøvini|vinnubrævs|vinnubrævsins|vinnubrøv|vinnubrævinum|vinnubrævanna	<i>noun</i><br><ol><li>trade license/licence, trade certificate</li></ol>
vinskapur|vinskapinum|vinskaparins|vinskapin|vinskapurin|vinskapar|vinskap|vinskapi	<i>noun</i><br><ol><li>friendship</li></ol>
vinstri	<i>adj</i><br><ol><li>left</li></ol>
vinstur|vinstrarinnar|vinstrum|vinstrunum|vinstra|vinsturin|vinstrar|vinstranna|vinstrini|vinstrina|vinstrarnar	<i>noun</i><br><ol><li>abomasum</li></ol>
vinur|vinin|vininum|vinum|vinurin|vinar|vinarins|vina|vinirnar|vinir|vinanna|vinunum|vini|vin|vinirnir	<i>noun</i><br><ol><li>friend</li></ol>
virka|virkaði|virkandi|virkað|virkið!|virki|virkar|virkaður|virka!|virkaðu	<i>verb</i><br><ol><li>to work, to function, to operate</li></ol>
virki|virkisins|virkja|virkini|virkis|virkið|virkjum|virkjunum|virkinum|virkjanna|virkir	<i>noun</i><br><ol><li>work</li><li>company, enterprise, factory</li></ol>
virkin|virknar|virknir|virkið|virknari|virknan|virknum|virkins|virkna	<i>adj</i><br><ol><li>laborious, eager, active</li></ol>
virkja|virktur|virkjandi|virk!|virkti|virkt|virki|virktu|virkið!|virkir	<i>verb</i><br><ol><li>to hurt</li></ol>
virðisbræv|virðisbrøvini|virðisbræva|virðisbrævið|virðisbrævsins|virðisbrøvunum|virðisbrævanna|virðisbrævs|virðisbrøv|virðisbrævinum|virðisbrøvum|virðisbrævi	<i>noun</i><br><ol><li>(finance) bond, security, paper</li><li>(post) insured letter</li></ol>
viska|viskaður|viskandi|viskaðu|viskaði|viski|viskað|viska!|viskið!|viskar	<i>verb</i><br><ol><li>to wipe</li></ol>
viskari|viskararnar|viskaranna|viskarin|viskararnir|viskarans|viskaranum|viskarar|viskaran|viskarum|viskarunum|viskara	<i>noun</i><br><ol><li>windshield wiper</li></ol>
vissi	<i>conj</i><br><ol><li>(colloquial) if</li></ol>
vist|vistini|vistina|vistarinnar|vistar|vistin	<i>noun</i><br><ol><li>(card games) whist</li></ol>
vistfrøði|vistfrøðin|vistfrøðinnar|vistfrøðini|vistfrøðina	<i>noun</i><br><ol><li>ecology</li></ol>
visundur|visundunum|visundinum|visundar|visunda|visundin|visundanna|visundarnir|visund|visundum|visundurin|visunds|visundarnar|visundsins|visundi	<i>noun</i><br><ol><li>bison</li></ol>
vit|hon|tú|vitarnar|teir|tann|vitar|ta (tí) (tá)|eg|honum|tit|tykkum|teimum|mjeg|tær|viti|míns|mínari|tann (sá)|okkum|tess|hennara|mítt|mær|mín|teirra|hennar|vit|tjeg|tað|mínir|3ʳᵈ person masc.|vitsins|vitunum|hansara|teim|tí (tann) (teim)|3ʳᵈ person neut.|teirri|hana|teirrar|teir (tá)|vitanna|3ʳᵈ person fem.|tey|vitanum|mínar|tann (sú)|meg|vitarnir|teimum (teim)|hans|mína|hann|vitinum|vitans|tí|tykkara|vitum|vitið|jeg|teg|vitan|tín|vita|henni|vitin|okkara|míni|vits|mínum	<i>noun</i><br><ol><li>intelligence</li><li>consciousness</li></ol><br><i>pron</i><br><ol><li>we</li></ol>
vit hoyrast	<i>phrase</i><br><ol><li>bye, so long, verbally "we hear us"</li></ol>
vit síggjast	<i>phrase</i><br><ol><li>see you, bye, so long, verbally "we see each other"</li></ol>
vita|vistu|veit|vita|visti|veitst|vitað	<i>verb</i><br><ol><li>To know.</li></ol>
vitapassari|vitapassaran|vitapassarar|vitapassaranna|vitapassararnir|vitapassarans|vitapassarin|vitapassarunum|vitapassaranum|vitapassararnar|vitapassara|vitapassarum	<i>noun</i><br><ol><li>lighthouse keeper</li></ol>
vitaskip|vitaskipsins|vitaskipanna|vitaskipið|vitaskipi|vitaskipa|vitaskipini|vitaskipum|vitaskipunum|vitaskips|vitaskipinum	<i>noun</i><br><ol><li>lightvessel</li></ol>
vitaverk|vitaverkinum|vitaverkunum|vitaverki|vitaverkið|vitaverksins|vitaverkini|vitaverkanna|vitaverks|vitaverkum|vitaverka	<i>noun</i><br><ol><li>lighthouse service, lighthouse upkeep and maintenance, lighthouse authority</li></ol>
vitavørður|vitavørðir|vitavørðirnir|vitavørði|vitavørðinum|vitavarða|vitavarðar|vitavørðunum|vitavørðirnar|vitavarðanna|vitavørðum|vitavørð|vitavørðin|vitavarðarins|vitavørðurin	<i>noun</i><br><ol><li>lighthouse keeper</li></ol>
vitbjartur|vitbjørt|vitbjart|vitbjarta vitbjartra|vitbjartar|vitbjartan|vitbjartari|vitbjørtum|vitbjarta|vitbjartar/ vitbjartrar|vitbjartir|vitbjarts	<i>adj</i><br><ol><li>bright, brainy, clever</li></ol>
viti|vitan|vitarnar|vitanna|vitar|vitanum|vita|vitarnir|vitin|vitans|vitunum|vitum	<i>noun</i><br><ol><li>lighthouse</li><li>beacon</li></ol>
vitja|vitjandi|vitjaði|vitjaður|vitji|vitjað|vitjar|vitjaðu|vitja!|vitjið!	<i>verb</i><br><ol><li>to visit</li></ol>
vitjan|vitjanirnar|vitjanunum|vitjanir|vitjananna|vitjanar|vitjana|vitjanin|vitjanina|vitjanum|vitjanarinnar|vitjanini	<i>noun</i><br><ol><li>visit</li></ol>
vitjandi|vitjaði|vitjaður|vitji|vitjað|vitjar|vitjaðu|vitja!|vitja|vitjið!	<i>verb</i><br><ol><li>visiting</li><li>visitor (visiting person / people)</li></ol>
vitugur|vitugan|vitug|vitugum|vitugs|vitugir|vituga|vitugari|vitugar|vitugt	<i>adj</i><br><ol><li>wise</li></ol>
vitur|vitrastur|vitran|vitrir|vitrari|viturs|vitra|vitrum|viturt|vitrar	<i>adj</i><br><ol><li>wise, knowledgable</li></ol>
við	<i>prep</i><br><ol><li>(with accusative or with dative) with</li><li>(with accusative) beside, near</li><li>(with accusative) in</li></ol>
viðarlund|viðarlunda|viðarlundin|viðarlundini|viðarlundum|viðarlundanna|viðarlundunum|viðarlundar|viðarlundina|viðarlundarinnar|viðarlundirnar|viðarlundir	<i>noun</i><br><ol><li>grove, plantation, park</li></ol>
viðfang|viðfanga|viðfangs|viðfanginum|viðfangið|viðfangini|viðfanganna|viðfangum|viðfangunum|viðfangi|viðfangsins	<i>noun</i><br><ol><li>moment</li></ol>
viðføri|viðførisins|viðførnum|viðførið|viðføris|viðførinum	<i>noun</i><br><ol><li>luggage, baggage</li></ol>
viðganga|viðgangið!|viðgakk!|viðgangandi|viðgingin|viðgangi|viðgongur|viðgekst|viðgekk|viðgingu|viðgingið	<i>verb</i><br><ol><li>to confess, to admit</li></ol>
viðgera|viðgerið!|viðgjørdur|viðgert|viðger|viðgeri|viðger!|viðgjørdu|viðgjørt|viðgerandi|viðgjørdi	<i>verb</i><br><ol><li>to handle, to work, to deal</li><li>(medicine) to medicate</li><li>(literature) to review</li></ol>
viðgerð|viðgerðir|viðgerðin|viðgerðar|viðgerðini|viðgerðarinnar|viðgerðunum|viðgerðirnar|viðgerðum|viðgerða|viðgerðina|viðgerðanna	<i>noun</i><br><ol><li>treatment, therapy, surgery</li><li>processing</li><li>(law) hearing, trial</li></ol>
viðgongutíð|viðgongutíðar|viðgongutíðin|viðgongutíðini|viðgongutíðina|viðgongutíðarinnar	<i>noun</i><br><ol><li>pregnancy</li></ol>
viðhvørt	<i>adv</i><br><ol><li>sometimes</li></ol>
viðmerking|viðmerkingini|viðmerkinga|viðmerkingin|viðmerkingum|viðmerkingarinnar|viðmerkingar|viðmerkingina|viðmerkingunum|viðmerkinganna|viðmerkingarnar	<i>noun</i><br><ol><li>remark, comment, annotation</li></ol>
viðoyingur|viðoyinga|viðoyingin|viðoyingum|viðoyinginum|viðoyinganna|viðoyingsins|viðoyingar|viðoyingunum|viðoyingurin|viðoyingarnar|viðoyingarnir|viðoyings|viðoying|viðoyingi	<i>noun</i><br><ol><li>Person from or inhabitant of Viðoy, one of the Faroe Islands</li></ol>
viðtaka|viðtikið|viðtekur|viðtók|viðtak!|viðtaki|viðtakið!|viðtóku|viðtókst|viðtikin|viðtakandi	<i>verb</i><br><ol><li>to take in, to accept</li></ol>
viðtøka|viðtøkunum|viðtøkurnar|viðtøkanna|viðtøku|viðtøkuna|viðtøkuni|viðtøkum|viðtøkunnar|viðtøkur|viðtøkan	<i>noun</i><br><ol><li>resolution</li><li>acceptance</li></ol>
viður|viðurin|viðin|viðinum|við|viði|viðar|viðarins	<i>noun</i><br><ol><li>wood, timber</li></ol>
viðurskifti|viðurskiftir|viðurskiftunum|viðurskiftini|viðurskiftum|viðurskifta|viðurskiftanna	<i>noun</i><br><ol><li>case, issue, matter</li><li>circumstances, instances</li></ol>
viðv.	<i>prep</i><br><ol><li>with respect to, concerning, regarding</li></ol>
viðvíkja|viðvíkjið!|viðvikið|viðvíkir|viðveik|viðvikin|viðvíktur|viðvíkti|viðvíkur|viðvíkjandi|viðvíktu|viðvíkt|viðvíkj!|viðvíki|viðveikst|viðviku	<i>verb</i><br><ol><li>to concern, to regard</li></ol>
viðvíkjandi	<i>prep</i><br><ol><li>with respect to, concerning, regarding</li></ol>
voff|voff!	<i>intj</i><br><ol><li>woof!</li></ol>
vognur|vognanna|vognum|vogna|vognar|vognarnir|vogninum|vognsins|vogn|vognarnar|vogni|vognunum|vogns|vognurin|vognin	<i>noun</i><br><ol><li>wagon, trolley</li></ol>
vokk|vokkunum|vokkina|vokka|vokkanna|vokkum|vokkin|vokkarinnar|vokkar|vokkir|vokkini|vokkirnar	<i>noun</i><br><ol><li>wok</li></ol>
volapúkk|volapúks|volapúksins|volapúkkinum|volapúkki|volapúkkið	<i>noun</i><br><ol><li>Volapük</li><li>(colloquial) nonsense, gobbledygook</li></ol>
volt|volts|volti|voltinum|voltanna|voltum|voltunum|voltið|voltsins|volta|voltini	<i>noun</i><br><ol><li>volt, the SI unit of electric potential.</li></ol>
vomb|vambar|vombini|vembur|vombum|vemburnar|vombin|vombunum|vambarinnar|vamba|vambanna|vombina	<i>noun</i><br><ol><li>rumen</li></ol>
vongur|vongi|veingjar|veingirnir|vonginum|veingjunum|veingjum|veinginum|veingjarins|veingja|vongurin|vong|veingirnar|vongs|veingi|veingir|veingjanna|vongin|vongsins	<i>noun</i><br><ol><li>wing (birds, bats and insects)</li><li>wing, aerofoil, airfoil</li><li>wing (of a building)</li><li>outer forward (football, etc.)</li><li>part of the football field at the sideline</li></ol>
vundið	<i>verb</i><br><ol><li>wrung, twisted</li><li>wound</li><li>hoisted</li></ol>
vuvusela|vuvuseluni|vuvuselan|vuvuselum|vuvuselur|vuvuseluna|vuvuselunnar|vuvuselu|vuvuselanna|vuvuselurnar|vuvuselunum	<i>noun</i><br><ol><li>A trumpet-shaped horn, now usually plastic, that produces a loud buzzing sound.</li></ol>
vága|vágdu|vágaðu|vágdur|vágir|vág!|vági|vágað|vágdi|vágið!|vágaði|vágaður|vágandi|vágar|vágt	<i>verb</i><br><ol><li>to risk, to dare</li></ol>
vágsbotnur|vágsbotnanna|vágsbotni|vágsbotna|vágsbotnsins|vágsbotnum|vágsbotns|vágsbotninum|vágsbotnar|vágsbotnarnar|vágsbotnurin|vágsbotnin|vágsbotnarnir|vágsbotnunum|vágsbotn	<i>noun</i><br><ol><li>innermost part of a bay</li></ol>
vágur|vágin|vágsins|váganna|vága|vágarnir|vági|vág|váginum|vágs|vágurin|vágur|vágum|vágarnar|vágunum|vágar	<i>noun</i><br><ol><li>bay</li><li>(biology) pus</li></ol>
vákn|váknini|váknunum|váknum|vákna|vákninum|váknið|váknsins|váknanna|vákni|vákns	<i>noun</i><br><ol><li>(whaling) whaling lance</li><li>(poetic) weapon</li></ol>
vánaligur|vánaligar|vánaligum|vánaligir|vánaligs|vánalig|vánaligari|vánaliga|vánaligt|vánaligan	<i>adj</i><br><ol><li>(very) bad, miserable, poor</li></ol>
vápn|vápnunum|vápnum|vápns|vápninum|vápnið|vápnanna|vápnsins|vápnini|vápni|vápna	<i>noun</i><br><ol><li>weapon</li></ol>
vár|várunum|vársins|várið|várini|vári|váranna|várum|várinum|vára|várs	<i>noun</i><br><ol><li>spring (season)</li></ol><br><i>det</i><br><ol><li>(archaic) our</li></ol>
vára|várað|váraði|vára!|vári|várar|várið!|váraður|váraðu|várandi	<i>verb</i><br><ol><li>to become spring</li></ol>
vátta|váttandi|váttið!|váttaður|váttað|váttar|váttaðu|vátta!|váttaði|vátti	<i>verb</i><br><ol><li>to affirm, to validate, to sign for</li><li>to state, to claim, to allege, to confess</li></ol>
váttur|vátt|váttanna|váttar|váttinum|váts|váttin|váttarnir|váttarnar|váttum|váttunum|vátsins|vátti|vátturin|vátta	<i>noun</i><br><ol><li>(biblical) proof, evidence, witness</li></ol>
vátur|vátari|vátt|vátar|váta|vátastur|váts|vátan|vát|vátir|vátum|váti|vátu	<i>adj</i><br><ol><li>wet</li></ol>
váð|váðini|váðum|váðina|váðirnar|váðin|váða|váðanna|váðunum|váðarinnar|váðir|váðar	<i>noun</i><br><ol><li>(archaic) woven cloth</li></ol>
væl|betur|best	<i>adv</i><br><ol><li>well</li></ol>
væl gagnist	<i>phrase</i><br><ol><li>enjoy your meal; enjoy, bon appétit</li></ol>
vælkomin	<i>adj</i><br><ol><li>welcome</li></ol>
vænta|væntandi|væntaður|væntað|vænta!|væntið!|væntaði|væntaðu|væntar|vænti	<i>verb</i><br><ol><li>to expect</li></ol>
væntandi|væntaður|væntað|vænta!|vænta|væntaði|væntið!|væntaðu|væntar|vænti	<i>verb</i><br><ol><li>expected, expecting, awaiting; present participle of vænta (to wait).</li></ol>
vær	<i>pron</i><br><ol><li>(archaic, poetic) First person plural pronoun used in kvæði; we (singular eg).</li></ol>
væringi|væringar|væringunum|væringin|væringarnar|væringum|væringans|væringarnir|væringa|væringanum|væringanna|væringan	<i>noun</i><br><ol><li>Varangian</li></ol>
víggj|víggj|vígs|vísins|vígginum|vínum|vígnum|víggið|víggi|vís|vígsins	<i>noun</i><br><ol><li>(poetic) battle, combat, fight, struggle</li><li>murder, homicide, manslaughter</li><li>eggs of bluebottle or blowfly found in food</li><li>foul-mouthed person, slanderer</li></ol>
vík|víkum|víkarinnar|víkar|víkir|víkarnar|víkunum|víkanna|víka|víkirnar|víkina|víkini|víkin	<i>noun</i><br><ol><li>bay, creek</li></ol>
víkingaøld|víkingaøldin|víkingaøldini|víkingaaldar|víkingaaldarinnar|víkingaøldina	<i>noun</i><br><ol><li>the Viking Age</li></ol>
víkingur|víkingurin|víkingunum|víkingum|víkingar|víkingin|víkinganna|víkinginum|víkingarnar|víkingi|víking|víkingsins|víkings|víkinga|víkingarnir	<i>noun</i><br><ol><li>Viking</li></ol>
víkja|veik|veikst|víktu|viku|vikin|víkir|víkur|víkti|víkj!|víktur|víkt|víki|víkjið!|vikið|víkjandi	<i>verb</i><br><ol><li>to move, to retreat</li></ol>
vín|víninum|víni|vínið|víns|vínsins	<i>noun</i><br><ol><li>wine</li></ol>
vínber|vínberið|vínberjum|vínbers|vínbersins|vínberinum|vínberini|vínberi|vínberum|vínberjunum|vínberja|vínberjanna|vínberunum	<i>noun</i><br><ol><li>grape (fruit of Vitis vinifera)</li></ol>
vísa|víst|vísið!|vístu|vístur|vísandi|vísir|vís!|vísti|vísi	<i>verb</i><br><ol><li>to show, to exhibit</li><li>to show, to point at</li><li>to show, to instruct</li><li>to show, to prove</li></ol>
vísindi|vísindir|vísindini|vísindunum|vísindum|vísindanna|vísinda	<i>noun</i><br><ol><li>science (collective discipline of learning acquired through the scientific method)</li></ol>
vív|vívinum|víva|vívið|vívini|vívsins|vívs|vívanna|vívum|vívi|vívunum	<i>noun</i><br><ol><li>wife, woman</li></ol>
víðagitin|víðagitna|víðagitnan|víðagitnari|víðagitnum|víðagitnir|víðagitnar|víðagitins|víðagitið	<i>adj</i><br><ol><li>famous</li></ol>
víður|víðir|víðum|víða|víðar|víðari|víðs|víð|víðan|vítt|víðastur	<i>adj</i><br><ol><li>wide</li></ol>
vón|vónum|vónar|vónarinnar|vónirnar|vóna|vónin|vónanna|vónir|vónini|vónina|vónunum	<i>noun</i><br><ol><li>hope, expectation</li></ol>
vóna|vónandi|vónaður|vónaði|vónar|vónað|vónaðu|vónið!|vóni|vóna!	<i>verb</i><br><ol><li>to hope</li></ol>
vónbrot|vónbrotini|vónbrotanna|vónbrots|vónbroti|vónbrota|vónbrotum|vónbrotunum|vónbrotsins|vónbrotinum|vónbrotið	<i>noun</i><br><ol><li>disappointment</li></ol>
vónbrotin|vónbrotins|vónbrotnum|vónbrotnir|vónbrotnan|vónbrotna|vónbrotið|vónbrotnari|vónbrotnar	<i>adj</i><br><ol><li>disappointed</li></ol>
vónleysur|vónleysir|vónleysa/ vónleysra|vónleysum|vónleysan|vónleysar|vónleysari|vónleyst|vónleysa|vónleysar/ vónleysrar|vónleys	<i>adj</i><br><ol><li>hopeless</li></ol>
vóru|vera|er|var|eru|ert|vóru|verið!|vart|verandi|eri|veru|verið|ver!	<i>verb</i><br><ol><li>we, you, they were, plural past tense of vera</li></ol>
vøddi|vøddarnar|vøddan|vøddanum|vøddans|vøddanna|vøddum|vøddin|vøddarnir|vødda|vøddar|vøddunum	<i>noun</i><br><ol><li>muscle</li></ol>
vøggustova|vøggustovurnar|vøggustovunnar|vøggustovuni|vøggustovunum|vøggustovu|vøggustovuna|vøggustovan|vøggustovum|vøggustovanna|vøggustovur	<i>noun</i><br><ol><li>daycare, nursery (for young children)</li></ol>
