Abril|Abríl	<i>name</i><br><ol><li>April</li></ol>
siri	<i>noun</i><br><ol><li>manner of being short-tempered; thin-skinned</li><li>greed</li></ol>
sirob	<i>verb</i><br><ol><li>to scorch; to singe</li></ol>
sirom|sirum|siróm|sirúm	<i>noun</i><br><ol><li>ant</li></ol>
sitaw	<i>noun</i><br><ol><li>(Daet) yardlong bean</li></ol>
siwo|siwô	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) chick</li></ol>
siya	<i>pron</i><br><ol><li>he; she</li></ol>
siyam|siyám	<i>num</i><br><ol><li>nine</li></ol>
siyam na pulo|siyam na pulò	<i>num</i><br><ol><li>ninety</li></ol>
siyempre	<i>adv</i><br><ol><li>of course</li></ol>
siyo|siyô	<i>noun</i><br><ol><li>(Naga) chick</li></ol>
siyudad|syudad	<i>noun</i><br><ol><li>city</li></ol>
siyudadano|syudadano	<i>noun</i><br><ol><li>citizen</li></ol>
soldados	<i>noun</i><br><ol><li>soldier</li></ol>
sombrero|sumbrero	<i>noun</i><br><ol><li>hat</li></ol>
song	<i>noun</i><br><ol><li>rhinoceros beetle</li></ol>
sorpresa	<i>adj</i><br><ol><li>surprised; astonished</li></ol><br><i>noun</i><br><ol><li>surprise; astonishment</li></ol>
sosyal|sosyál	<i>adj</i><br><ol><li>(informal) posh</li></ol>
suanoy	<i>adj</i><br><ol><li>old; backward</li><li>ancient; archaic</li></ol>
suba|subá	<i>noun</i><br><ol><li>(Naga) joke; jest</li></ol>
subag-o	<i>adv</i><br><ol><li>(dialectal) recently</li></ol>
subago	<i>adv</i><br><ol><li>(dialectal) recently</li></ol>
subahan|subahán	<i>verb</i><br><ol><li>(Naga) to (tell a) joke</li></ol>
subang	<i>noun</i><br><ol><li>a shine, ray of light (emitted from the sun or moon)</li><li>school of fish</li><li>a swim upstream</li></ol>
subangan	<i>noun</i><br><ol><li>east</li></ol>
subli|sublî	<i>noun</i><br><ol><li>borrowing; lending</li></ol>
sublion	<i>verb</i><br><ol><li>to borrow; to lend</li></ol>
subo|subò|subó	<i>noun</i><br><ol><li>manner of stuffing something into the mouth</li><li>suds, lather, foam</li></ol>
subsob	<i>verb</i><br><ol><li>to scorch; to singe</li></ol>
sudya|sudyâ	<i>noun</i><br><ol><li>blame</li></ol>
sudyaon|sudyàon	<i>verb</i><br><ol><li>to blame</li></ol>
sugal	<i>noun</i><br><ol><li>gamble</li></ol>
sugalan|magsugál	<i>noun</i><br><ol><li>gambling establishment; gambling den</li><li>casino</li></ol><br><i>verb</i><br><ol><li>to gamble</li></ol>
sugkod|sugkód	<i>noun</i><br><ol><li>cane; walking stick</li></ol>
sugo|sugò	<i>noun</i><br><ol><li>errand</li><li>mandate</li><li>command, order</li></ol><br><i>verb</i><br><ol><li>To command, to order.</li><li>To prescribe.</li></ol>
sugod|sugód	<i>noun</i><br><ol><li>sting (of a bee, wasp)</li><li>bee</li><li>base of a pot; jar; basin</li></ol>
sugok	<i>noun</i><br><ol><li>(Naga) egg</li></ol>
sugok-sugok|sugoksugok	<i>noun</i><br><ol><li>(Naga, anatomy, rare) testicle; scrotum</li></ol>
sugrot|sugrót	<i>adj</i><br><ol><li>contemptuous</li></ol>
suhol	<i>noun</i><br><ol><li>bribe</li></ol>
suka|sukà|súka	<i>noun</i><br><ol><li>vomit; puke</li><li>vinegar</li></ol>
sukakang|sukákang	<i>noun</i><br><ol><li>stumble</li></ol>
sukalkag|sukalkág	<i>noun</i><br><ol><li>vomit; puke</li></ol>
suki|sukì	<i>noun</i><br><ol><li>a favored customer, a regular who receives preferential treatment</li><li>a favorite seller or vendor</li><li>swerve; veer; turn</li></ol>
sukli|suklî	<i>noun</i><br><ol><li>(Naga) money given back when a customer hands over more than the exact price of an item; change</li></ol>
suklion|suklìon	<i>verb</i><br><ol><li>(Naga) to give back a change</li></ol>
suko|sukò	<i>noun</i><br><ol><li>surrender; act of giving up</li><li>capitulation; yielding</li></ol>
sukol	<i>noun</i><br><ol><li>measurement</li></ol>
sukray|sukráy	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) comb</li></ol>
sukrayon	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to comb</li></ol>
sul-og|sùlog	<i>verb</i><br><ol><li>(Sorsogon) to wear</li></ol>
sul-ot	<i>verb</i><br><ol><li>(Partido) to wear; to put on; to don</li></ol>
sula|sulá	<i>noun</i><br><ol><li>a glare; a dazzle; a strong blinding light</li></ol>
sulat|sulát	<i>adj</i><br><ol><li>clogged</li></ol>
suli|sulî	<i>verb</i><br><ol><li>to buy</li></ol>
sulion|sulìon	<i>verb</i><br><ol><li>to buy</li></ol>
sulit|sulít	<i>noun</i><br><ol><li>manner of returning, putting back something to its original place</li></ol>
sulnop	<i>noun</i><br><ol><li>dusk; nightfall; sunset</li></ol>
sulnopan	<i>noun</i><br><ol><li>west</li></ol>
sulo|sulô	<i>adj</i><br><ol><li>burned/burnt</li></ol>
sulog|sùlog|sulóg|súlog	<i>noun</i><br><ol><li>rooster (young)</li><li>current; the part of a fluid that moves continuously in a certain direction</li></ol><br><i>verb</i><br><ol><li>(Tabaco, Legazpi) to wear</li></ol>
sulot|sùlot	<i>verb</i><br><ol><li>(Naga) to wear; to put on; to don</li></ol>
sulsol	<i>noun</i><br><ol><li>repentance; atonement</li><li>regret</li></ol>
sulsolan	<i>verb</i><br><ol><li>to repent; to atone</li><li>to regret</li></ol>
sulyaw	<i>noun</i><br><ol><li>small cup (for any hot liquid)</li></ol>
sumar|sumár	<i>verb</i><br><ol><li>(mathematics) to add; to add up; to sum up</li></ol>
sumbong	<i>verb</i><br><ol><li>to tell on (give sensitive information); to snitch; to rat out someone</li></ol>
sumpa|sumpâ	<i>noun</i><br><ol><li>oath</li></ol>
sumpit	<i>noun</i><br><ol><li>a spray</li></ol>
sundang	<i>noun</i><br><ol><li>(Naga) bolo (Philippine machete)</li></ol>
sungay|sùngay|súngay	<i>noun</i><br><ol><li>horn</li><li>piggybacking; act of carrying over one's shoulders</li></ol>
sungpit|sungpít	<i>noun</i><br><ol><li>blowgun; blowpipe</li><li>syringe</li></ol>
sungyaw	<i>noun</i><br><ol><li>mischief</li><li>(by extension) ridicule; scorn</li></ol>
sungyawan	<i>verb</i><br><ol><li>(by extension) to ridicule; to scorn; to mock</li></ol>
suno|sunò|sunô	<i>noun</i><br><ol><li>a ride (on a back of motorcycle, horse, etc.)</li></ol><br><i>verb</i><br><ol><li>(Naga) to like; to prefer</li></ol>
suntok|suntók	<i>noun</i><br><ol><li>punch; blow</li></ol>
suntokan|suntukan	<i>noun</i><br><ol><li>fistfight</li></ol>
supog	<i>noun</i><br><ol><li>shame; humiliation; embarrassment</li></ol>
supot|supót|súpot	<i>noun</i><br><ol><li>bag (made of paper, cloth, plastic, etc.)</li><li>pouch</li><li>pocket; small bag or pitch, esp. such as those at the corner ends or sides of a billiard table</li></ol><br><i>adj</i><br><ol><li>(slang, derogatory, vulgar) uncircumcised</li></ol>
supsop	<i>noun</i><br><ol><li>sip</li><li>suction</li><li>puffing on a cigarette</li></ol>
sur-subangan	<i>noun</i><br><ol><li>(compass point) southeast</li></ol>
surat	<i>noun</i><br><ol><li>a letter; a mail; a correspondence</li><li>a written message</li></ol>
suraton	<i>verb</i><br><ol><li>to write</li></ol>
suripot	<i>adj</i><br><ol><li>just; fair; impartial</li><li>meticulous</li></ol>
suriyaw|suríaw|suriaw|suryaw	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) shout; yell; scream</li></ol>
suriyawan	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to shout; to yell; to scream</li></ol>
suro	<i>noun</i><br><ol><li>(Naga) coconut shell</li></ol>
surod	<i>noun</i><br><ol><li>fine-toothed comb for removing lice and nits</li><li>(agriculture) harrow</li></ol>
surop	<i>noun</i><br><ol><li>sip</li><li>suction</li></ol>
surot|súrot|surót	<i>noun</i><br><ol><li>bedbug</li><li>birth interval; having a child after another</li></ol>
suso|sûsô|susô	<i>noun</i><br><ol><li>(anatomy) breast; teat; udder</li><li>insertion</li><li>manner of pushing through</li><li>snuggle; nestle</li><li>shellfish</li></ol>
susohan	<i>verb</i><br><ol><li>to suck milk from the breast</li></ol>
susohon	<i>verb</i><br><ol><li>to suckle; to nurse</li></ol>
sutil|sutíl	<i>adj</i><br><ol><li>mischievous; naughty; impudent</li></ol>
suwa|suha|suwâ|suhâ	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) calamondin (Citrus × microcarpa, syn. × Citrofortunella mitis)</li></ol>
suwail	<i>adj</i><br><ol><li>disobedient; insubordinate</li></ol>
suway|suwáy|suhay	<i>adj</i><br><ol><li>separate; isolated; segregated</li></ol>
suwayan|suwayán	<i>adj</i><br><ol><li>disobedient; unruly</li></ol><br><i>verb</i><br><ol><li>to separate; to isolate; to segregate</li></ol>
suwayon|suwayón	<i>verb</i><br><ol><li>to separate; to isolate; to segregate</li></ol>
suwi|suhî|suwî|suhi	<i>adj</i><br><ol><li>upside down</li></ol>
suya|suyà	<i>adj</i><br><ol><li>annoyed; irritated;</li><li>contemptuous</li><li>exasperated; vexed</li><li>bored; fed up</li><li>irksome; irked</li><li>disgusted (for food)</li></ol>
ta|tà	<i>pron</i><br><ol><li>by us, of us (including the person spoken to)</li><li>our</li></ol><br><i>conj</i><br><ol><li>because</li></ol>
ta nganing|tanganing	<i>conj</i><br><ol><li>so that</li></ol>
ta ngarig|tangarig	<i>conj</i><br><ol><li>so that</li></ol>
taan|táan	<i>noun</i><br><ol><li>bait; decoy</li></ol>
taba|tabá|tabâ	<i>noun</i><br><ol><li>fat</li><li>grease (for meat)</li><li>richness; fertility (for soil)</li></ol>
tabak|tabák	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) bolo (Philippine machete)</li></ol>
tabang|tàbang|tábang	<i>noun</i><br><ol><li>help, aid, assistance</li><li>insipidity / insipidness, blandness, tastelessness</li></ol>
tabangan	<i>verb</i><br><ol><li>to aid, to assist, to help</li></ol>
tabangungo	<i>noun</i><br><ol><li>catfish</li></ol>
tabay|tabáy	<i>noun</i><br><ol><li>(anatomy) leg</li></ol>
tabi|tabì	<i>adv</i><br><ol><li>please</li></ol><br><i>particle</i><br><ol><li>(formal, polite) marks respect toward the person the speaker is addressing</li></ol>
tabili|tabilí	<i>noun</i><br><ol><li>a skink; a lizard of the family Scincidae</li><li>(Naga) house lizard, common house gecko (Hemidactylus frenatus)</li></ol>
tabingi|tabingî	<i>adj</i><br><ol><li>unbalanced; unsymmetrical; askew</li></ol>
tabo|tabò	<i>noun</i><br><ol><li>water dipper</li><li>act or manner of dipping for water</li></ol>
tabuga|tabugà	<i>noun</i><br><ol><li>(Naga) lambaste; reprimand</li></ol>
tabugaon	<i>verb</i><br><ol><li>(Naga) to lambaste; to reprimand</li></ol>
tada|tadâ	<i>noun</i><br><ol><li>leftovers</li></ol>
tadaw|tàdaw	<i>adv</i><br><ol><li>(formal, literary, interrogative) why</li></ol>
tadik|tadík	<i>noun</i><br><ol><li>pin</li></ol>
tados	<i>noun</i><br><ol><li>act of crushing with fingernails</li></ol>
tag-alang|tag-aláng	<i>noun</i><br><ol><li>drought</li></ol>
tag-init	<i>noun</i><br><ol><li>(season) summer</li></ol>
tag-initan	<i>noun</i><br><ol><li>(season) summer</li></ol>
tag-uran	<i>noun</i><br><ol><li>rainy season</li></ol>
taga|tagâ	<i>noun</i><br><ol><li>slash; hack (from a sharp object)</li></ol>
tagal	<i>noun</i><br><ol><li>endurance; lastingness</li></ol>
tagalan	<i>verb</i><br><ol><li>to endure; to last</li></ol>
tagaprobinsiya	<i>noun</i><br><ol><li>a person from a province</li></ol>
tagas|tagás	<i>noun</i><br><ol><li>hardness</li></ol>
tagaw|tagáw	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) house lizard, common house gecko (Hemidactylus frenatus)</li></ol>
tagburakan	<i>noun</i><br><ol><li>(season) spring</li></ol>
taghoy	<i>noun</i><br><ol><li>whistle; whistling (with one's mouth)</li></ol>
tagilid|tagilíd	<i>adj</i><br><ol><li>tilted; sideways; slanted</li></ol>
tagiliran	<i>noun</i><br><ol><li>(anatomy) side of the body</li></ol>
tagiti	<i>noun</i><br><ol><li>drizzle, light rain</li></ol>
taglipot	<i>noun</i><br><ol><li>winter</li></ol>
tagliputan	<i>noun</i><br><ol><li>winter</li></ol>
tago|tagò	<i>noun</i><br><ol><li>hiding; concealment</li></ol>
tagpi|tagpí	<i>noun</i><br><ol><li>patch (for clothes)</li></ol>
tagtarataan	<i>noun</i><br><ol><li>(season) autumn</li></ol>
tagubang|tagúbang	<i>noun</i><br><ol><li>a patch</li></ol>
tagumata|tagumatá	<i>noun</i><br><ol><li>(pathology) conjunctivitis</li></ol>
taguram	<i>noun</i><br><ol><li>rent</li></ol>
taha|tahà	<i>noun</i><br><ol><li>intimidation</li></ol>
tahaw	<i>noun</i><br><ol><li>middle, midpoint</li></ol>
taho|tahô	<i>noun</i><br><ol><li>taho</li><li>Nonstandard form of tawo.</li></ol>
tahop|tahóp	<i>noun</i><br><ol><li>(agriculture) winnow; winnowing</li></ol>
taid|táid	<i>prep</i><br><ol><li>(Naga) beside</li></ol>
taidan	<i>verb</i><br><ol><li>(Naga) to be beside</li><li>(Naga) to place beside</li></ol>
taka|taká	<i>pron</i><br><ol><li>Second-person form, used when speaking directly to the receiver of a verb, combining the first- and second-person. Replacement for ko ika (I or my and you).</li></ol>
takay|takáy	<i>noun</i><br><ol><li>lotus</li></ol>
takilya	<i>noun</i><br><ol><li>box office; ticket office</li></ol>
takla|taklâ	<i>noun</i><br><ol><li>rust, the result of oxidation on iron</li></ol>
takma|takmâ	<i>noun</i><br><ol><li>a grab</li></ol>
tako|takò	<i>noun</i><br><ol><li>a cue; snooker/billard stick.</li><li>(slang) a punch</li></ol>
takop|takóp	<i>noun</i><br><ol><li>(Naga) lid; cover</li></ol>
takot	<i>adj</i><br><ol><li>afraid; frightened; scared</li></ol><br><i>noun</i><br><ol><li>fear; fright; scare</li></ol>
takpol|takpól	<i>noun</i><br><ol><li>patch</li></ol>
takrog	<i>noun</i><br><ol><li>(slang) noise</li></ol>
takuri|takurí	<i>noun</i><br><ol><li>kettle; teapot</li></ol>
takyag|takyág	<i>noun</i><br><ol><li>(anatomy) arm</li></ol>
talaba|talabá	<i>noun</i><br><ol><li>oyster</li></ol>
talaga|talagá	<i>adv</i><br><ol><li>really; truly</li></ol>
talapang|talapáng	<i>noun</i><br><ol><li>frog</li></ol>
talayop|talayóp	<i>noun</i><br><ol><li>blowgun; blowpipe</li></ol>
talbo|talbó	<i>noun</i><br><ol><li>dust</li></ol>
taldok|taldók	<i>noun</i><br><ol><li>peg; post</li></ol>
taliling|talilíng	<i>noun</i><br><ol><li>head tilt</li></ol>
talinga	<i>noun</i><br><ol><li>(anatomy) ear</li></ol>
talingkas	<i>adj</i><br><ol><li>(formal) free; unconstrained</li><li>(formal) independent</li></ol>
talingugngog	<i>noun</i><br><ol><li>(anatomy, angry register) ear</li></ol>
talong|talóng	<i>noun</i><br><ol><li>eggplant, aubergine</li></ol>
talubo|talubò	<i>noun</i><br><ol><li>personal growth; maturity</li></ol>
taludtod|taludtód	<i>noun</i><br><ol><li>(anatomy) back</li></ol>
talusog|talusóg	<i>noun</i><br><ol><li>mudfish</li></ol>
tama|tamà	<i>adj</i><br><ol><li>correct</li></ol><br><i>noun</i><br><ol><li>hit; strike; shot</li></ol>
tambak|tambák|tumbok|tumbók	<i>noun</i><br><ol><li>head; mound</li></ol>
tambaloslos	<i>noun</i><br><ol><li>A mythical creature with a large mouth and penis found in Visayan, Bicolano and Mindanao folklore. The creature is believed to confuse and misguide people, making them lose their way or go around in circles.</li></ol>
tambis	<i>noun</i><br><ol><li>wax apple (Syzygium samarangense)</li></ol>
tambo|tambô	<i>verb</i><br><ol><li>to sprout</li></ol>
tamilig|tamìlig	<i>noun</i><br><ol><li>(angry register) water</li></ol>
tamlay|tanglay	<i>noun</i><br><ol><li>frailty; debility</li><li>feebleness</li></ol>
tamong|tamóng	<i>noun</i><br><ol><li>blanket; cover</li></ol>
tampalasan	<i>adj</i><br><ol><li>brazen; impudent; surly</li></ol>
tampi|tampî	<i>noun</i><br><ol><li>shore; bank</li></ol>
tan-aw|tan-áw	<i>noun</i><br><ol><li>(Partido, Sorsogon) view from a high vantage point</li></ol>
tan-awon	<i>noun</i><br><ol><li>(Partido, Sorsogon) landscape</li></ol><br><i>verb</i><br><ol><li>(Partido, Sorsogon) to view from a high vantage point</li><li>(Partido, Sorsogon) to look at something (by craning the neck)</li></ol>
tana|tanâ	<i>noun</i><br><ol><li>taste</li></ol>
tanaw|tànaw	<i>noun</i><br><ol><li>view from a high vantage point</li></ol>
tanawon	<i>noun</i><br><ol><li>landscape</li></ol><br><i>verb</i><br><ol><li>to view from a high vantage point</li><li>to look at something (by craning the neck)</li></ol>
tandayag	<i>noun</i><br><ol><li>a snake ready to attack</li></ol>
tanga|tánga|tangâ	<i>prep</i><br><ol><li>between</li></ol><br><i>noun</i><br><ol><li>ant</li></ol>
tangad|tangád	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) act of looking up</li></ol>
tangan	<i>noun</i><br><ol><li>(anatomy) thumb</li></ol>
tangdan|tangdán|tandán|tandan	<i>noun</i><br><ol><li>compensation</li></ol>
tangga	<i>noun</i><br><ol><li>step (of a staircase)</li><li>rung (of a ladder)</li></ol>
tanggal	<i>adj</i><br><ol><li>detached; disconnected</li><li>(by extension) removed</li></ol>
tanggugurang	<i>noun</i><br><ol><li>(anatomy) thumb</li></ol>
tangguli|tanggulí	<i>noun</i><br><ol><li>honey</li><li>molasses</li></ol>
tanggurangan	<i>noun</i><br><ol><li>(anatomy) thumb</li></ol>
tanghas	<i>noun</i><br><ol><li>(anatomy) breast of an animal</li></ol>
tanghoy	<i>noun</i><br><ol><li>corm</li></ol>
tangis	<i>noun</i><br><ol><li>a cry; a weep</li></ol>
tangkal|tangkál	<i>noun</i><br><ol><li>a pigsty</li></ol>
tangkas|tangkás	<i>verb</i><br><ol><li>to remove, to take off</li><li>to pull out</li></ol>
tangli|tanglî	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) rancidity; rancidness</li></ol>
tango|tangô	<i>noun</i><br><ol><li>a nod</li></ol>
tangyan|tangyán	<i>noun</i><br><ol><li>swamp; bog; marsh; mire</li></ol>
tanid	<i>verb</i><br><ol><li>to warn; to caution</li></ol>
taning	<i>prep</i><br><ol><li>(Partido, Tabaco–Legazpi–Sorsogon) beside</li></ol>
taningan	<i>verb</i><br><ol><li>(Partido, Tabaco–Legazpi–Sorsogon) to be beside</li><li>(Partido, Tabaco–Legazpi–Sorsogon) to place beside</li></ol>
tano|tâno	<i>adv</i><br><ol><li>(Naga, interrogative) why</li></ol>
tanod	<i>noun</i><br><ol><li>guard; sentinel</li></ol>
tanog|tanóg	<i>noun</i><br><ol><li>(Naga) sound; noise</li></ol>
tanom|tanóm	<i>noun</i><br><ol><li>plant; bush; shrub</li></ol>
tanoman|magtanóm	<i>verb</i><br><ol><li>to plant</li></ol>
tanos	<i>noun</i><br><ol><li>straightness</li></ol>
tanso|tansô	<i>noun</i><br><ol><li>brass</li></ol>
tao|tào|táo	<i>verb</i><br><ol><li>to give</li></ol>
taob|taób	<i>noun</i><br><ol><li>high tide; flood tide</li></ol>
taon	<i>noun</i><br><ol><li>year</li></ol>
tapak	<i>noun</i><br><ol><li>footstep</li></ol>
tapay	<i>noun</i><br><ol><li>dough</li></ol>
tapayas	<i>noun</i><br><ol><li>papaya Carica papaya</li></ol>
tapil|tápil|tàpil	<i>noun</i><br><ol><li>a patch</li><li>(Legazpi) manner of throwing away, disposing and/or discarding</li></ol>
tapok	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) manner of throwing away, disposing and/or discarding</li></ol>
tapon	<i>noun</i><br><ol><li>cork; stopper</li></ol>
tapos|tápos	<i>adj</i><br><ol><li>finished; over</li></ol><br><i>adv</i><br><ol><li>then</li></ol><br><i>conj</i><br><ol><li>(informal) and</li></ol>
taposon|tapuson	<i>verb</i><br><ol><li>to finish; to end</li></ol>
tapuyas	<i>noun</i><br><ol><li>splash</li></ol>
tara|tará	<i>phrase</i><br><ol><li>(Naga) what's up</li></ol>
taram|tarám	<i>verb</i><br><ol><li>to speak; to talk</li></ol>
tariktik	<i>noun</i><br><ol><li>woodpecker</li></ol>
taririk	<i>noun</i><br><ol><li>rotation</li><li>spin</li></ol>
tarok|tarók	<i>noun</i><br><ol><li>manner of planting rice</li></ol>
tarom	<i>noun</i><br><ol><li>blade; cutting edge; point (of a knife); anything sharp</li><li>sharpness (able to cut through)</li></ol>
tasa	<i>noun</i><br><ol><li>cup; mug</li></ol>
tata|tatá	<i>noun</i><br><ol><li>(uncommon) door</li></ol>
tataghan|tataghán	<i>noun</i><br><ol><li>(Naga) nest (bird-built structure)</li></ol>
tatahan	<i>noun</i><br><ol><li>(uncommon) doorway</li></ol>
